codice_comune,comune_key,comune_fonte,anno,pop_totale,pop_15_29,m0602_corrente_impegni,m0602_capitale_impegni,spesa_corrente_totale_impegni,eur_m0602_per_abitante,eur_m0602_per_giovane_15_29,pct_spesa_corrente_m0602,m0602_zero,dato_bilancio_mancante
016123,lallio,COMUNE DI LALLIO,2024,4144,695,0.0,0.0,3445989.31,0.0,0.0,0.0,True,False
016124,leffe,COMUNE DI LEFFE,2024,4330,604,3460.87,0.0,3200008.05,0.7992771362586605,5.729917218543046,0.10815191543033775,False,False
016125,lenna,COMUNE DI LENNA,2024,555,68,0.0,0.0,829558.62,0.0,0.0,0.0,True,False
016126,levate,COMUNE DI LEVATE,2024,3718,615,8790.7,0.0,3538033.37,2.364362560516407,14.293821138211383,0.24846289112304218,False,False
016127,locatello,COMUNE DI LOCATELLO,2024,825,128,0.0,0.0,577263.32,0.0,0.0,0.0,True,False
016128,lovere,COMUNE DI LOVERE,2024,5006,689,12000.0,0.0,5537216.8,2.397123451857771,17.41654571843251,0.2167153722426039,False,False
016129,lurano,COMUNE DI LURANO,2024,2893,478,0.0,0.0,1895558.4,0.0,0.0,0.0,True,False
016130,luzzana,COMUNE DI LUZZANA,2024,901,159,0.0,0.0,600281.24,0.0,0.0,0.0,True,False
016131,madone,COMUNE DI MADONE,2024,4171,678,500.0,0.0,2741982.5300000003,0.11987532965715655,0.7374631268436578,0.01823498124183891,False,False
016132,mapello,COMUNE DI MAPELLO,2024,6946,1095,19312.6,0.0,4218487.61,2.7803915922833284,17.637077625570775,0.4578086220810305,False,False
016133,martinengo,COMUNE DI MARTINENGO,2024,10964,1753,0.0,0.0,6847321.3,0.0,0.0,0.0,True,False
016134,mezzoldo,COMUNE DI MEZZOLDO,2024,163,15,0.0,0.0,403633.78,0.0,0.0,0.0,True,False
016135,misano di gera d adda,COMUNE DI MISANO DI GERA D'ADDA,2024,2976,477,0.0,0.0,1902143.19,0.0,0.0,0.0,True,False
016136,moio de calvi,COMUNE DI MOIO DE' CALVI,2024,207,34,0.0,0.0,388537.66,0.0,0.0,0.0,True,False
016137,monasterolo del castello,COMUNE DI MONASTEROLO DEL CASTELLO,2024,1146,190,21931.67,0.0,1137978.54,19.13758289703316,115.42984210526315,1.9272481184047632,False,False
016139,montello,COMUNE DI MONTELLO,2024,3213,607,0.0,0.0,2239354.26,0.0,0.0,0.0,True,False
016140,morengo,COMUNE DI MORENGO,2024,2488,392,0.0,0.0,1312113.4400000002,0.0,0.0,0.0,True,False
016141,mornico al serio,COMUNE DI MORNICO AL SERIO,2024,2966,489,0.0,0.0,1772125.31,0.0,0.0,0.0,True,False
016142,mozzanica,COMUNE DI MOZZANICA,2024,4386,692,5682.6,0.0,2717496.24,1.2956224350205199,8.21184971098266,0.20911160487935027,False,False
016143,mozzo,COMUNE DI MOZZO,2024,7262,1191,19608.2,0.0,5216845.24,2.7001101624896724,16.46364399664148,0.37586317204993414,False,False
016144,nembro,COMUNE DI NEMBRO,2024,11209,1834,25000.0,0.0,8183951.82,2.2303506111160676,13.631406761177754,0.30547589416282755,False,False
016145,olmo al brembo,COMUNE DI OLMO AL BREMBO,2024,473,75,0.0,0.0,614577.1799999999,0.0,0.0,0.0,True,False
016146,oltre il colle,COMUNE DI OLTRE IL COLLE,2024,952,110,0.0,0.0,1382796.0,0.0,0.0,0.0,True,False
016147,oltressenda alta,COMUNE DI OLTRESSENDA ALTA,2024,136,20,0.0,0.0,235454.19,0.0,0.0,0.0,True,False
016148,oneta,COMUNE DI ONETA,2024,557,71,0.0,0.0,487039.24,0.0,0.0,0.0,True,False
016149,onore,COMUNE DI ONORE,2024,938,135,0.0,0.0,1366551.05,0.0,0.0,0.0,True,False
016150,orio al serio,COMUNE DI ORIO AL SERIO,2024,1634,274,0.0,0.0,5199320.44,0.0,0.0,0.0,True,False
016151,ornica,COMUNE DI ORNICA,2024,133,18,0.0,0.0,290813.57,0.0,0.0,0.0,True,False
016152,osio sopra,COMUNE DI OSIO SOPRA,2024,5180,892,0.0,0.0,3264633.87,0.0,0.0,0.0,True,False
016153,osio sotto,COMUNE DI OSIO SOTTO,2024,12702,2013,12602.63,0.0,11066654.04,0.9921768225476302,6.260620963735717,0.11387931667917216,False,False
016154,pagazzano,COMUNE DI PAGAZZANO,2024,2131,316,0.0,0.0,1528537.69,0.0,0.0,0.0,True,False
016155,paladina,COMUNE DI PALADINA,2024,3941,637,0.0,0.0,2415175.38,0.0,0.0,0.0,True,False
016156,palazzago,COMUNE DI PALAZZAGO,2024,4555,657,90.0,0.0,2762184.59,0.019758507135016465,0.136986301369863,0.003258290569204863,False,False
016157,palosco,COMUNE DI PALOSCO,2024,5714,962,215339.22,0.0,4059609.84,37.68624781239062,223.84534303534303,5.304431422897526,False,False
016158,parre,COMUNE DI PARRE,2024,2680,451,3353.28,0.0,1787716.04,1.251223880597015,7.435210643015521,0.18757341350475326,False,False
016159,parzanica,COMUNE DI PARZANICA,2024,340,36,0.0,0.0,587525.42,0.0,0.0,0.0,True,False
016160,pedrengo,COMUNE DI PEDRENGO,2024,5909,1015,2082.0,0.0,4422352.37,0.3523438822135725,2.051231527093596,0.04707901645566972,False,False
016161,peia,COMUNE DI PEIA,2024,1699,265,0.0,0.0,1162249.68,0.0,0.0,0.0,True,False
016162,pianico,COMUNE DI PIANICO,2024,1440,228,0.0,0.0,1336800.74,0.0,0.0,0.0,True,False
016163,piario,COMUNE DI PIARIO,2024,993,194,0.0,0.0,790142.27,0.0,0.0,0.0,True,False
016164,piazza brembana,COMUNE DI PIAZZA BREMBANA,2024,1185,179,1035.48,0.0,1096572.33,0.8738227848101267,5.784804469273743,0.09442879157820806,False,False
016165,piazzatorre,COMUNE DI PIAZZATORRE,2024,392,47,0.0,0.0,866959.4400000001,0.0,0.0,0.0,True,False
016166,piazzolo,COMUNE DI PIAZZOLO,2024,85,11,0.0,0.0,199549.36,0.0,0.0,0.0,True,False
016167,pognano,COMUNE DI POGNANO,2024,1547,225,0.0,0.0,1434014.86,0.0,0.0,0.0,True,False
016168,ponte nossa,COMUNE DI PONTE NOSSA,2024,1695,231,4477.73,0.0,1684310.4,2.641728613569321,19.38411255411255,0.26584945387738507,False,False
016169,ponteranica,COMUNE DI PONTERANICA,2024,6701,1045,0.0,0.0,3666903.23,0.0,0.0,0.0,True,False
016170,ponte san pietro,COMUNE DI PONTE SAN PIETRO,2024,11877,1880,0.0,5000.0,8504878.58,0.0,0.0,0.0,True,False
016171,pontida,COMUNE DI PONTIDA,2024,3255,529,0.0,0.0,2293367.78,0.0,0.0,0.0,True,False
016172,pontirolo nuovo,COMUNE DI PONTIROLO NUOVO,2024,4914,792,5782.36,0.0,3401552.08,1.1767114367114366,7.300959595959595,0.16999181150270673,False,False
016173,pradalunga,COMUNE DI PRADALUNGA,2024,4526,736,5572.5,0.0,2723031.06,1.2312196199734866,7.571331521739131,0.2046432771868566,False,False
016174,predore,COMUNE DI PREDORE,2024,1868,284,1460.0,0.0,1508920.9200000002,0.7815845824411135,5.140845070422535,0.0967578870866208,False,False
016175,premolo,COMUNE DI PREMOLO,2024,1054,163,0.0,0.0,868959.5599999999,0.0,0.0,0.0,True,False
016176,presezzo,COMUNE DI PRESEZZO,2024,4770,784,0.0,0.0,3184399.13,0.0,0.0,0.0,True,False
016177,pumenengo,COMUNE DI PUMENENGO,2024,1706,256,0.0,0.0,1236964.77,0.0,0.0,0.0,True,False
016178,ranica,COMUNE DI RANICA,2024,5885,918,21330.7,0.0,4081730.8,3.624587935429057,23.236056644880176,0.5225895838108677,False,False
016179,ranzanico,COMUNE DI RANZANICO,2024,1259,165,0.0,0.0,1058221.87,0.0,0.0,0.0,True,False
016180,riva di solto,COMUNE DI RIVA DI SOLTO,2024,851,85,800.0,0.0,894800.36,0.9400705052878966,9.411764705882353,0.08940541776268396,False,False
016182,rogno,COMUNE DI ROGNO,2024,3813,589,0.0,0.0,2477506.41,0.0,0.0,0.0,True,False
016183,romano di lombardia,COMUNE DI ROMANO DI LOMBARDIA,2024,20739,3255,0.0,0.0,13205556.4,0.0,0.0,0.0,True,False
016184,roncobello,COMUNE DI RONCOBELLO,2024,432,52,0.0,0.0,731900.51,0.0,0.0,0.0,True,False
016185,roncola,COMUNE DI RONCOLA,2024,922,153,0.0,0.0,787189.67,0.0,0.0,0.0,True,False
016186,rota d imagna,COMUNE DI ROTA D'IMAGNA,2024,907,118,0.0,0.0,890661.3,0.0,0.0,0.0,True,False
016187,rovetta,COMUNE DI ROVETTA,2024,4121,634,0.0,0.0,2876552.79,0.0,0.0,0.0,True,False
016188,san giovanni bianco,COMUNE DI SAN GIOVANNI BIANCO,2024,4578,769,0.0,0.0,3141003.56,0.0,0.0,0.0,True,False
016189,san paolo d argon,COMUNE DI SAN PAOLO D'ARGON,2024,5882,1026,54960.0,0.0,3852926.62,9.343760625637538,53.567251461988306,1.4264481372344433,False,False
016190,san pellegrino terme,COMUNE DI SAN PELLEGRINO TERME,2024,4645,651,24336.79,0.0,3808540.09,5.23935199138859,37.383701996927805,0.6390057456373002,False,False
016191,santa brigida,COMUNE DI SANTA BRIGIDA,2024,516,65,0.0,0.0,757582.21,0.0,0.0,0.0,True,False
016193,sarnico,COMUNE DI SARNICO,2024,6848,1020,0.0,0.0,6040260.26,0.0,0.0,0.0,True,False
016194,scanzorosciate,COMUNE DI SCANZOROSCIATE,2024,9930,1533,0.0,0.0,6381538.45,0.0,0.0,0.0,True,False
016195,schilpario,COMUNE DI SCHILPARIO,2024,1112,153,0.0,0.0,1403700.93,0.0,0.0,0.0,True,False
016196,sedrina,COMUNE DI SEDRINA,2024,2360,380,0.0,0.0,1962504.8,0.0,0.0,0.0,True,False
016197,selvino,COMUNE DI SELVINO,2024,1995,328,1998.0,0.0,3622971.21,1.0015037593984963,6.091463414634147,0.05514810591056284,False,False
016198,seriate,COMUNE DI SERIATE,2024,25566,4044,0.0,0.0,20566275.62,0.0,0.0,0.0,True,False
016199,serina,COMUNE DI SERINA,2024,2057,296,0.0,0.0,3144775.86,0.0,0.0,0.0,True,False
016200,solto collina,COMUNE DI SOLTO COLLINA,2024,1790,261,0.0,0.0,1484627.76,0.0,0.0,0.0,True,False
016201,songavazzo,COMUNE DI SONGAVAZZO,2024,717,128,0.0,0.0,842978.43,0.0,0.0,0.0,True,False
016202,sorisole,COMUNE DI SORISOLE,2024,8847,1488,0.0,0.0,4483952.18,0.0,0.0,0.0,True,False
016203,sotto il monte giovanni xxiii,COMUNE DI SOTTO IL MONTE GIOVANNI XXIII,2024,4372,705,0.0,0.0,2734017.15,0.0,0.0,0.0,True,False
016204,sovere,COMUNE DI SOVERE,2024,5309,875,0.0,0.0,3433182.7,0.0,0.0,0.0,True,False
016205,spinone al lago,COMUNE DI SPINONE AL LAGO,2024,991,156,0.0,0.0,1112052.06,0.0,0.0,0.0,True,False
016206,spirano,COMUNE DI SPIRANO,2024,5656,971,33315.97,0.0,4420812.91,5.8903765912305515,34.31098867147271,0.7536163750480904,False,False
016207,stezzano,COMUNE DI STEZZANO,2024,13663,2225,0.0,0.0,9537303.93,0.0,0.0,0.0,True,False
016208,strozza,COMUNE DI STROZZA,2024,1121,179,0.0,0.0,757864.29,0.0,0.0,0.0,True,False
016209,suisio,COMUNE DI SUISIO,2024,3775,634,0.0,0.0,2979460.32,0.0,0.0,0.0,True,False
016210,taleggio,COMUNE DI TALEGGIO,2024,521,62,0.0,0.0,778137.5599999999,0.0,0.0,0.0,True,False
016211,tavernola bergamasca,COMUNE DI TAVERNOLA BERGAMASCA,2024,1935,247,0.0,0.0,1436977.64,0.0,0.0,0.0,True,False
016212,telgate,COMUNE DI TELGATE,2024,5038,867,0.0,0.0,3463564.17,0.0,0.0,0.0,True,False
016213,terno d isola,COMUNE DI TERNO D'ISOLA,2024,8014,1404,0.0,0.0,4875570.36,0.0,0.0,0.0,True,False
016214,torre boldone,COMUNE DI TORRE BOLDONE,2024,8729,1337,0.0,0.0,5233287.54,0.0,0.0,0.0,True,False
016215,torre de busi,COMUNE DI TORRE DE' BUSI,2024,2255,320,0.0,0.0,1291134.14,0.0,0.0,0.0,True,False
016216,torre de roveri,COMUNE DI TORRE DE' ROVERI,2024,2568,417,0.0,0.0,1784114.14,0.0,0.0,0.0,True,False
016217,torre pallavicina,COMUNE DI TORRE PALLAVICINA,2024,1118,182,0.0,0.0,729604.2,0.0,0.0,0.0,True,False
016218,trescore balneario,COMUNE DI TRESCORE BALNEARIO,2024,9902,1747,32375.32,0.0,6942591.58,3.2695738234700062,18.531951917572982,0.4663290304050984,False,False
016219,treviglio,COMUNE DI TREVIGLIO,2024,31074,4783,72467.26,0.0,26950810.99,2.332086631910922,15.151005644992681,0.2688871219010393,False,False
016220,treviolo,COMUNE DI TREVIOLO,2024,10823,1795,60295.93,0.0,7132470.06,5.571092118636238,33.591047353760445,0.8453723533751505,False,False
016221,ubiale clanezzo,COMUNE DI UBIALE CLANEZZO,2024,1304,221,0.0,0.0,946004.31,0.0,0.0,0.0,True,False
016222,urgnano,COMUNE DI URGNANO,2024,10058,1732,9854.66,0.0,6922626.61,0.9797832571087691,5.689757505773672,0.1423543483591122,False,False
016223,valbondione,COMUNE DI VALBONDIONE,2024,945,104,0.0,0.0,2288027.63,0.0,0.0,0.0,True,False
016224,valbrembo,COMUNE DI VALBREMBO,2024,4349,643,0.0,0.0,2949383.93,0.0,0.0,0.0,True,False
016225,valgoglio,COMUNE DI VALGOGLIO,2024,568,74,0.0,0.0,568407.5599999999,0.0,0.0,0.0,True,False
016226,valleve,COMUNE DI VALLEVE,2024,126,14,0.0,0.0,434064.11,0.0,0.0,0.0,True,False
016227,valnegra,COMUNE DI VALNEGRA,2024,202,27,0.0,0.0,323581.47000000003,0.0,0.0,0.0,True,False
016229,valtorta,COMUNE DI VALTORTA,2024,236,31,0.0,0.0,471846.53,0.0,0.0,0.0,True,False
016230,vedeseta,COMUNE DI VEDESETA,2024,200,12,0.0,0.0,345410.69,0.0,0.0,0.0,True,False
016232,verdellino,COMUNE DI VERDELLINO,2024,7662,1325,6220.3,0.0,5210556.4,0.811837640302793,4.694566037735849,0.11937880568762291,False,False
016233,verdello,COMUNE DI VERDELLO,2024,8136,1301,0.0,0.0,4594060.029999999,0.0,0.0,0.0,True,False
016234,vertova,COMUNE DI VERTOVA,2024,4347,660,21367.0,0.0,3369178.76,4.915343915343915,32.374242424242425,0.6341901549919542,False,False
016235,viadanica,COMUNE DI VIADANICA,2024,1107,194,0.0,0.0,722149.01,0.0,0.0,0.0,True,False
016236,vigano san martino,COMUNE DI VIGANO SAN MARTINO,2024,1329,223,0.0,0.0,798503.7899999999,0.0,0.0,0.0,True,False
016237,vigolo,COMUNE DI VIGOLO,2024,571,92,0.0,0.0,530220.64,0.0,0.0,0.0,True,False
016238,villa d adda,COMUNE DI VILLA D'ADDA,2024,4607,664,0.0,0.0,2574991.18,0.0,0.0,0.0,True,False
016239,villa d alme,COMUNE DI VILLA D'ALME',2024,6471,1095,18193.35,0.0,3282919.56,2.8115206305053313,16.614931506849313,0.554182022053565,False,False
016240,villa di serio,COMUNE DI VILLA DI SERIO,2024,6579,1025,0.0,0.0,4223043.58,0.0,0.0,0.0,True,False
016241,villa d ogna,COMUNE DI VILLA D'OGNA,2024,1772,288,610.0,0.0,1564472.56,0.3442437923250564,2.1180555555555554,0.03899077654644195,False,False
016242,villongo,COMUNE DI VILLONGO,2024,8143,1482,0.0,0.0,4708291.55,0.0,0.0,0.0,True,False
016243,vilminore di scalve,COMUNE DI VILMINORE DI SCALVE,2024,1436,207,0.0,456399.87,1408003.47,0.0,0.0,0.0,True,False
016244,zandobbio,COMUNE DI ZANDOBBIO,2024,2690,444,5251.4,0.0,1461106.22,1.9521933085501857,11.827477477477476,0.3594126099880678,False,False
016245,zanica,COMUNE DI ZANICA,2024,8668,1303,26288.24,0.0,5959009.8,3.032791878172589,20.1751650038373,0.4411511456148302,False,False
016246,zogno,COMUNE DI ZOGNO,2024,8582,1384,3405.4,0.0,6494163.36,0.3968072710323934,2.460549132947977,0.05243785552077643,False,False
016247,costa serina,COMUNE DI COSTA SERINA,2024,894,99,0.0,0.0,1417407.22,0.0,0.0,0.0,True,False
016248,algua,COMUNE DI ALGUA,2024,685,89,0.0,0.0,567051.76,0.0,0.0,0.0,True,False
016249,cornalba,COMUNE DI CORNALBA,2024,297,21,0.0,0.0,420451.73,0.0,0.0,0.0,True,False
016250,medolago,COMUNE DI MEDOLAGO,2024,2350,376,0.0,0.0,1815800.37,0.0,0.0,0.0,True,False
016251,solza,COMUNE DI SOLZA,2024,1975,292,2700.0,0.0,1424913.3,1.3670886075949367,9.246575342465754,0.18948521288979478,False,False
016252,sant omobono terme,COMUNE DI SANT'OMOBONO TERME,2024,3899,633,1200.0,0.0,2809617.5,0.30777122339061297,1.8957345971563981,0.04271044012218745,False,False
016253,val brembilla,COMUNE DI VAL BREMBILLA,2024,4119,622,0.0,0.0,3462410.01,0.0,0.0,0.0,True,False
017001,acquafredda,COMUNE DI ACQUAFREDDA,2024,1550,276,0.0,0.0,1294383.01,0.0,0.0,0.0,True,False
017002,adro,COMUNE DI ADRO,2024,7151,1106,0.0,0.0,4820498.83,0.0,0.0,0.0,True,False
017003,agnosine,COMUNE DI AGNOSINE,2024,1638,257,0.0,0.0,1481867.75,0.0,0.0,0.0,True,False
017004,alfianello,COMUNE DI ALFIANELLO,2024,2281,337,0.0,0.0,1666413.88,0.0,0.0,0.0,True,False
017005,anfo,COMUNE DI ANFO,2024,438,54,0.0,0.0,858333.18,0.0,0.0,0.0,True,False
017006,angolo terme,COMUNE DI ANGOLO TERME,2024,2295,304,2000.0,0.0,1895270.95,0.8714596949891068,6.578947368421052,0.10552580885598442,False,False
017007,artogne,COMUNE DI ARTOGNE,2024,3621,534,0.0,0.0,3185250.75,0.0,0.0,0.0,True,False
017008,azzano mella,COMUNE DI AZZANO MELLA,2024,3498,603,1800.0,0.0,2238515.7,0.5145797598627787,2.985074626865672,0.0804104255333121,False,False
017009,bagnolo mella,COMUNE DI BAGNOLO MELLA,2024,12437,1898,63696.5,0.0,8949969.01,5.12153252392056,33.55979978925184,0.711695201724503,False,False
017010,bagolino,COMUNE DI BAGOLINO,2024,3781,526,0.0,0.0,3104012.94,0.0,0.0,0.0,True,False
017011,barbariga,COMUNE DI BARBARIGA,2024,2323,381,0.0,0.0,1672999.06,0.0,0.0,0.0,True,False
017012,barghe,COMUNE DI BARGHE,2024,1141,183,0.0,0.0,952081.73,0.0,0.0,0.0,True,False
017013,bassano bresciano,COMUNE DI BASSANO BRESCIANO,2024,2319,380,0.0,0.0,1541338.81,0.0,0.0,0.0,True,False
017014,bedizzole,COMUNE DI BEDIZZOLE,2024,12207,1907,0.0,0.0,8668543.07,0.0,0.0,0.0,True,False
017015,berlingo,COMUNE DI BERLINGO,2024,2738,459,5387.45,0.0,1899866.43,1.9676588750913075,11.737363834422657,0.2835699349664282,False,False
017016,berzo demo,COMUNE DI BERZO DEMO,2024,1482,216,0.0,0.0,1376836.73,0.0,0.0,0.0,True,False
017017,berzo inferiore,COMUNE DI BERZO INFERIORE,2024,2460,389,2802.71,0.0,1747289.98,1.1393130081300813,7.204910025706941,0.1604032548735843,False,False
017018,bienno,COMUNE DI BIENNO,2024,3756,497,1000.0,0.0,4207018.18,0.26624068157614483,2.0120724346076457,0.02376980457926141,False,False
017019,bione,COMUNE DI BIONE,2024,1299,201,0.0,0.0,1199041.34,0.0,0.0,0.0,True,False
017020,borgo san giacomo,COMUNE DI BORGO SAN GIACOMO,2024,5520,917,0.0,0.0,3269683.91,0.0,0.0,0.0,True,False
017021,borgosatollo,COMUNE DI BORGOSATOLLO,2024,9079,1370,0.0,0.0,5994413.83,0.0,0.0,0.0,True,False
017022,borno,COMUNE DI BORNO,2024,2440,326,0.0,0.0,3140012.44,0.0,0.0,0.0,True,False
017023,botticino,COMUNE DI BOTTICINO,2024,10722,1562,0.0,0.0,7624503.7,0.0,0.0,0.0,True,False
017024,bovegno,COMUNE DI BOVEGNO,2024,2003,276,0.0,0.0,1402739.46,0.0,0.0,0.0,True,False
017025,bovezzo,COMUNE DI BOVEZZO,2024,7319,1051,45693.76,0.0,5749967.58,6.243169831944255,43.47646051379639,0.794678567561593,False,False
017026,brandico,COMUNE DI BRANDICO,2024,1731,296,0.0,0.0,1131650.23,0.0,0.0,0.0,True,False
017027,braone,COMUNE DI BRAONE,2024,690,94,0.0,0.0,710837.9400000001,0.0,0.0,0.0,True,False
017028,breno,COMUNE DI BRENO,2024,4627,679,0.0,0.0,6595170.02,0.0,0.0,0.0,True,False
017029,brescia,COMUNE DI BRESCIA,2024,198259,30436,1183176.16,0.0,320751625.29,5.967830766825213,38.874233144959916,0.3688761230532376,False,False
017030,brione,COMUNE DI BRIONE,2024,750,101,0.0,0.0,543435.45,0.0,0.0,0.0,True,False
017031,caino,COMUNE DI CAINO,2024,2190,397,4039.04,0.0,1455909.22,1.844310502283105,10.173904282115869,0.2774238904813035,False,False
017032,calcinato,COMUNE DI CALCINATO,2024,13017,2274,0.0,0.0,11052081.52,0.0,0.0,0.0,True,False
017033,calvagese della riviera,COMUNE DI CALVAGESE DELLA RIVIERA,2024,3689,624,0.0,0.0,2766965.0300000003,0.0,0.0,0.0,True,False
017034,calvisano,COMUNE DI CALVISANO,2024,8380,1413,0.0,0.0,5132260.28,0.0,0.0,0.0,True,False
017035,capo di ponte,COMUNE DI CAPO DI PONTE,2024,2303,323,26785.0,217839.15,2028718.8,11.630481980026053,82.92569659442725,1.3202914075622507,False,False
017036,capovalle,COMUNE DI CAPOVALLE,2024,336,45,0.0,0.0,622214.46,0.0,0.0,0.0,True,False
017037,capriano del colle,COMUNE DI CAPRIANO DEL COLLE,2024,4814,729,0.0,0.0,3520195.38,0.0,0.0,0.0,True,False
017038,capriolo,COMUNE DI CAPRIOLO,2024,9379,1442,1000.0,0.0,6074630.89,0.10662117496534812,0.6934812760055479,0.016461905556207385,False,False
017039,carpenedolo,COMUNE DI CARPENEDOLO,2024,12986,2086,15478.46,0.0,8755674.11,1.1919343908824889,7.420162991371044,0.17678204791018656,False,False
017040,castegnato,COMUNE DI CASTEGNATO,2024,8372,1442,0.0,0.0,8855707.28,0.0,0.0,0.0,True,False
017041,castelcovati,COMUNE DI CASTELCOVATI,2024,6929,1276,0.0,0.0,3159869.58,0.0,0.0,0.0,True,False
017042,castel mella,COMUNE DI CASTEL MELLA,2024,10886,1788,10300.0,0.0,6880699.1,0.9461693918794782,5.760626398210291,0.14969409140417142,False,False
017043,castenedolo,COMUNE DI CASTENEDOLO,2024,11709,1888,59310.32,0.0,9868835.1,5.065361687590742,31.41436440677966,0.6009860272161199,False,False
017044,casto,COMUNE DI CASTO,2024,1638,288,16908.66,0.0,1749380.32,10.322747252747252,58.710625,0.9665514014699789,False,False
017045,castrezzato,COMUNE DI CASTREZZATO,2024,7713,1199,6363.89,0.0,4453235.62,0.8250862180733827,5.307664720600501,0.14290485712049522,False,False
017046,cazzago san martino,COMUNE DI CAZZAGO SAN MARTINO,2024,10796,1686,1747.68,0.0,7418770.63,0.161882178584661,1.0365836298932385,0.023557541905025847,False,False
017047,cedegolo,COMUNE DI CEDEGOLO,2024,1109,137,2170.0,0.0,1321219.75,1.956717763751127,15.83941605839416,0.16424217091819887,False,False
017048,cellatica,COMUNE DI CELLATICA,2024,4845,751,15989.0,0.0,4764919.59,3.3001031991744068,21.29027962716378,0.3355565544811219,False,False
017049,cerveno,COMUNE DI CERVENO,2024,693,112,669.61,0.0,717277.17,0.9662481962481962,5.978660714285715,0.09335442810761703,False,False
017050,ceto,COMUNE DI CETO,2024,1768,280,0.0,0.0,1611948.19,0.0,0.0,0.0,True,False
017051,cevo,COMUNE DI CEVO,2024,802,68,0.0,0.0,1619818.71,0.0,0.0,0.0,True,False
017052,chiari,COMUNE DI CHIARI,2024,19347,3113,88541.18,0.0,15932591.89,4.576481108182147,28.442396402184386,0.5557236425265644,False,False
017053,cigole,COMUNE DI CIGOLE,2024,1485,221,0.0,0.0,1220128.72,0.0,0.0,0.0,True,False
017054,cimbergo,COMUNE DI CIMBERGO,2024,535,59,0.0,0.0,589075.02,0.0,0.0,0.0,True,False
017055,cividate camuno,COMUNE DI CIVIDATE CAMUNO,2024,2677,414,0.0,0.0,3484163.01,0.0,0.0,0.0,True,False
017056,coccaglio,COMUNE DI COCCAGLIO,2024,8827,1473,45072.19,0.0,6038557.36,5.10617310524527,30.59890699253225,0.7464065887419176,False,False
017057,collebeato,COMUNE DI COLLEBEATO,2024,4436,668,62666.86,0.0,3763719.92,14.126884580703337,93.81266467065868,1.6650245324312019,False,False
017058,collio,COMUNE DI COLLIO,2024,1994,305,0.0,0.0,1110486.74,0.0,0.0,0.0,True,False
017059,cologne,COMUNE DI COLOGNE,2024,7607,1218,0.0,0.0,4659493.91,0.0,0.0,0.0,True,False
017060,comezzano cizzago,COMUNE DI COMEZZANO-CIZZAGO,2024,4150,747,9594.64,0.0,2357660.2800000003,2.3119614457831323,12.844230254350736,0.4069560013116053,False,False
017061,concesio,COMUNE DI CONCESIO,2024,15661,2324,92137.17,0.0,10594475.4,5.883223932060533,39.645942340791734,0.8696718480275105,False,False
017062,corte franca,COMUNE DI CORTE FRANCA,2024,7176,1097,0.0,0.0,5706743.08,0.0,0.0,0.0,True,False
017063,corteno golgi,COMUNE DI CORTENO GOLGI,2024,1908,272,0.0,0.0,3548607.14,0.0,0.0,0.0,True,False
017064,corzano,COMUNE DI CORZANO,2024,1440,213,0.0,0.0,1297976.81,0.0,0.0,0.0,True,False
017065,darfo boario terme,COMUNE DI DARFO BOARIO TERME,2024,15748,2547,8017.97,0.0,12137449.65,0.5091421132842265,3.1480054966627407,0.0660597591026876,False,False
017066,dello,COMUNE DI DELLO,2024,5656,911,0.0,0.0,3453530.29,0.0,0.0,0.0,True,False
017067,desenzano del garda,COMUNE DI DESENZANO DEL GARDA,2024,29255,4227,182471.52,0.0,36819598.71,6.237276363014869,43.168090844570614,0.49558258751593,False,False
017068,edolo,COMUNE DI EDOLO,2024,4386,579,4986.4,0.0,5672292.83,1.1368901048791609,8.61208981001727,0.08790801443866923,False,False
017069,erbusco,COMUNE DI ERBUSCO,2024,8770,1332,0.0,0.0,6207330.62,0.0,0.0,0.0,True,False
017070,esine,COMUNE DI ESINE,2024,5058,848,0.0,0.0,3909956.25,0.0,0.0,0.0,True,False
017071,fiesse,COMUNE DI FIESSE,2024,2022,306,0.0,0.0,1449313.71,0.0,0.0,0.0,True,False
017072,flero,COMUNE DI FLERO,2024,8744,1293,6500.0,0.0,6581507.39,0.7433668801463861,5.02706883217324,0.09876156957410936,False,False
017073,gambara,COMUNE DI GAMBARA,2024,4567,711,0.0,0.0,3219999.17,0.0,0.0,0.0,True,False
017074,gardone riviera,COMUNE DI GARDONE RIVIERA,2024,2617,376,0.0,0.0,6546551.890000001,0.0,0.0,0.0,True,False
017075,gardone val trompia,COMUNE DI GARDONE VAL TROMPIA,2024,11396,1875,2606.7,0.0,9949803.65,0.22873815373815373,1.39024,0.02619850694239579,False,False
017076,gargnano,COMUNE DI GARGNANO,2024,2668,314,0.0,0.0,5001833.87,0.0,0.0,0.0,True,False
017077,gavardo,COMUNE DI GAVARDO,2024,12332,1996,0.0,0.0,8928240.8,0.0,0.0,0.0,True,False
017078,ghedi,COMUNE DI GHEDI,2024,18473,3191,0.0,0.0,8976757.22,0.0,0.0,0.0,True,False
017079,gianico,COMUNE DI GIANICO,2024,2110,336,8996.12,0.0,1828301.54,4.263563981042655,26.77416666666667,0.4920479364689482,False,False
017080,gottolengo,COMUNE DI GOTTOLENGO,2024,5020,797,0.0,0.0,3650250.13,0.0,0.0,0.0,True,False
