codice_comune,comune_key,comune_fonte,anno,pop_totale,pop_15_29,m0602_corrente_impegni,m0602_capitale_impegni,spesa_corrente_totale_impegni,eur_m0602_per_abitante,eur_m0602_per_giovane_15_29,pct_spesa_corrente_m0602,m0602_zero,dato_bilancio_mancante
017081,gussago,COMUNE DI GUSSAGO,2024,16601,2637,0.0,0.0,12188902.22,0.0,0.0,0.0,True,False
017082,idro,COMUNE DI IDRO,2024,1871,278,14868.0,0.0,2148014.74,7.946552645644041,53.48201438848921,0.6921740211149574,False,False
017083,incudine,COMUNE DI INCUDINE,2024,346,37,0.0,0.0,444172.49,0.0,0.0,0.0,True,False
017084,irma,COMUNE DI IRMA,2024,129,21,0.0,0.0,266852.75,0.0,0.0,0.0,True,False
017085,iseo,COMUNE DI ISEO,2024,8967,1220,14448.37,0.0,12109933.77,1.6112824802051968,11.842926229508198,0.11931006621847116,False,False
017086,isorella,COMUNE DI ISORELLA,2024,4072,681,26003.93,0.0,2729226.59,6.386033889980354,38.18491923641703,0.9527948355508291,False,False
017087,lavenone,COMUNE DI LAVENONE,2024,496,61,0.0,0.0,909657.48,0.0,0.0,0.0,True,False
017088,leno,COMUNE DI LENO,2024,14405,2305,0.0,6500.0,9999521.0,0.0,0.0,0.0,True,False
017089,limone sul garda,COMUNE DI LIMONE SUL GARDA,2024,1108,175,0.0,0.0,7668210.12,0.0,0.0,0.0,True,False
017090,lodrino,COMUNE DI LODRINO,2024,1636,280,0.0,0.0,1298061.05,0.0,0.0,0.0,True,False
017091,lograto,COMUNE DI LOGRATO,2024,3798,622,0.0,0.0,2612738.21,0.0,0.0,0.0,True,False
017092,lonato del garda,COMUNE DI LONATO DEL GARDA,2024,16974,2732,0.0,0.0,16502419.46,0.0,0.0,0.0,True,False
017093,longhena,COMUNE DI LONGHENA,2024,563,69,0.0,0.0,540661.57,0.0,0.0,0.0,True,False
017094,losine,COMUNE DI LOSINE,2024,626,98,0.0,0.0,526394.1799999999,0.0,0.0,0.0,True,False
017095,lozio,COMUNE DI LOZIO,2024,356,43,0.0,0.0,607643.75,0.0,0.0,0.0,True,False
017096,lumezzane,COMUNE DI LUMEZZANE,2024,21556,3410,0.0,0.0,13768414.33,0.0,0.0,0.0,True,False
017097,maclodio,COMUNE DI MACLODIO,2024,1503,257,0.0,0.0,1596759.5,0.0,0.0,0.0,True,False
017098,magasa,COMUNE DI MAGASA,2024,102,6,0.0,0.0,250683.18,0.0,0.0,0.0,True,False
017099,mairano,COMUNE DI MAIRANO,2024,3477,558,0.0,0.0,2187224.62,0.0,0.0,0.0,True,False
017100,malegno,COMUNE DI MALEGNO,2024,1926,263,0.0,0.0,1910434.03,0.0,0.0,0.0,True,False
017101,malonno,COMUNE DI MALONNO,2024,2978,406,0.0,13610.39,2339989.45,0.0,0.0,0.0,True,False
017102,manerba del garda,COMUNE DI MANERBA DEL GARDA,2024,5368,779,0.0,0.0,8744435.01,0.0,0.0,0.0,True,False
017103,manerbio,COMUNE DI MANERBIO,2024,13448,2127,85280.7,0.0,10732587.41,6.341515466983938,40.09435825105783,0.7945959044371761,False,False
017104,marcheno,COMUNE DI MARCHENO,2024,4163,649,0.0,0.0,2962479.48,0.0,0.0,0.0,True,False
017105,marmentino,COMUNE DI MARMENTINO,2024,655,93,0.0,0.0,605052.86,0.0,0.0,0.0,True,False
017106,marone,COMUNE DI MARONE,2024,3099,442,0.0,0.0,2514069.35,0.0,0.0,0.0,True,False
017107,mazzano,COMUNE DI MAZZANO,2024,12682,2002,0.0,0.0,11625907.35,0.0,0.0,0.0,True,False
017108,milzano,COMUNE DI MILZANO,2024,1726,281,0.0,0.0,1317974.37,0.0,0.0,0.0,True,False
017109,moniga del garda,COMUNE DI MONIGA DEL GARDA,2024,2646,314,0.0,0.0,3577605.7,0.0,0.0,0.0,True,False
017110,monno,COMUNE DI MONNO,2024,516,64,0.0,0.0,822278.6900000001,0.0,0.0,0.0,True,False
017111,monte isola,COMUNE DI MONTE ISOLA,2024,1611,259,0.0,0.0,2524827.79,0.0,0.0,0.0,True,False
017112,monticelli brusati,COMUNE DI MONTICELLI BRUSATI,2024,4598,681,18297.83,0.0,2820391.92,3.9795193562418447,26.86906020558003,0.648769054763141,False,False
017113,montichiari,COMUNE DI MONTICHIARI,2024,26170,4340,0.0,0.0,15860429.18,0.0,0.0,0.0,True,False
017114,montirone,COMUNE DI MONTIRONE,2024,5063,870,0.0,0.0,3369471.22,0.0,0.0,0.0,True,False
017115,mura,COMUNE DI MURA,2024,779,144,1502.45,0.0,566007.12,1.9286906290115533,10.433680555555556,0.26544719084099155,False,False
017116,muscoline,COMUNE DI MUSCOLINE,2024,2692,417,0.0,0.0,1830960.09,0.0,0.0,0.0,True,False
017117,nave,COMUNE DI NAVE,2024,10615,1677,0.0,0.0,7368120.49,0.0,0.0,0.0,True,False
017118,niardo,COMUNE DI NIARDO,2024,1964,325,0.0,0.0,1425427.39,0.0,0.0,0.0,True,False
017119,nuvolento,COMUNE DI NUVOLENTO,2024,3900,563,0.0,0.0,3795602.83,0.0,0.0,0.0,True,False
017120,nuvolera,COMUNE DI NUVOLERA,2024,4759,783,0.0,0.0,4375976.44,0.0,0.0,0.0,True,False
017121,odolo,COMUNE DI ODOLO,2024,1888,331,0.0,0.0,1359763.71,0.0,0.0,0.0,True,False
017122,offlaga,COMUNE DI OFFLAGA,2024,4117,665,0.0,0.0,2599755.82,0.0,0.0,0.0,True,False
017123,ome,COMUNE DI OME,2024,3151,482,0.0,0.0,2510277.38,0.0,0.0,0.0,True,False
017124,ono san pietro,COMUNE DI ONO SAN PIETRO,2024,953,147,11873.69,0.0,759005.92,12.459275970619098,80.77340136054423,1.5643738325519252,False,False
017125,orzinuovi,COMUNE DI ORZINUOVI,2024,12425,2033,5100.0,0.0,10880696.89,0.4104627766599598,2.5086079685194296,0.046871997736534686,False,False
017126,orzivecchi,COMUNE DI ORZIVECCHI,2024,2506,432,0.0,0.0,1786899.29,0.0,0.0,0.0,True,False
017127,ospitaletto,COMUNE DI OSPITALETTO,2024,14854,2509,39704.7,0.0,12119764.34,2.6729971724787935,15.824910322837782,0.32760290452974267,False,False
017128,ossimo,COMUNE DI OSSIMO,2024,1442,183,0.0,0.0,1207462.46,0.0,0.0,0.0,True,False
017129,padenghe sul garda,COMUNE DI PADENGHE SUL GARDA,2024,4871,642,0.0,0.0,5911830.180000001,0.0,0.0,0.0,True,False
017130,paderno franciacorta,COMUNE DI PADERNO FRANCIACORTA,2024,3673,595,0.0,0.0,2560350.3,0.0,0.0,0.0,True,False
017131,paisco loveno,COMUNE DI PAISCO LOVENO,2024,167,11,0.0,0.0,446971.44,0.0,0.0,0.0,True,False
017132,paitone,COMUNE DI PAITONE,2024,2192,339,0.0,0.0,2057063.22,0.0,0.0,0.0,True,False
017133,palazzolo sull oglio,COMUNE DI PALAZZOLO SULL'OGLIO,2024,20219,3304,20232.0,0.0,18850489.34,1.0006429595924626,6.123486682808717,0.10732877876580364,False,False
017134,paratico,COMUNE DI PARATICO,2024,4987,733,0.0,0.0,4466378.7,0.0,0.0,0.0,True,False
017135,paspardo,COMUNE DI PASPARDO,2024,571,62,571.0,0.0,744187.2,1.0,9.209677419354838,0.0767280060715906,False,False
017136,passirano,COMUNE DI PASSIRANO,2024,6876,1056,0.0,0.0,5743354.66,0.0,0.0,0.0,True,False
017137,pavone del mella,COMUNE DI PAVONE DEL MELLA,2024,2723,426,0.0,0.0,1995838.76,0.0,0.0,0.0,True,False
017138,san paolo,COMUNE DI SAN PAOLO,2024,4418,726,0.0,0.0,2450963.13,0.0,0.0,0.0,True,False
017139,pertica alta,COMUNE DI PERTICA ALTA,2024,553,78,0.0,0.0,863311.39,0.0,0.0,0.0,True,False
017140,pertica bassa,COMUNE DI PERTICA BASSA,2024,571,70,0.0,0.0,686951.27,0.0,0.0,0.0,True,False
017141,pezzaze,COMUNE DI PEZZAZE,2024,1452,203,0.0,0.0,1043910.95,0.0,0.0,0.0,True,False
017142,pian camuno,COMUNE DI PIAN CAMUNO,2024,4766,720,0.0,0.0,4889170.06,0.0,0.0,0.0,True,False
017143,pisogne,COMUNE DI PISOGNE,2024,7894,1136,0.0,0.0,5531947.19,0.0,0.0,0.0,True,False
017144,polaveno,COMUNE DI POLAVENO,2024,2477,367,0.0,0.0,1591104.85,0.0,0.0,0.0,True,False
017145,polpenazze del garda,COMUNE DI POLPENAZZE DEL GARDA,2024,2736,369,8535.66,0.0,2339596.67,3.1197587719298245,23.131869918699188,0.3648346789619939,False,False
017146,pompiano,COMUNE DI POMPIANO,2024,3703,563,24218.4,0.0,2330272.84,6.540210640021605,43.01669626998224,1.039294608952315,False,False
017147,poncarale,COMUNE DI PONCARALE,2024,5184,863,0.0,0.0,3755778.33,0.0,0.0,0.0,True,False
017148,ponte di legno,COMUNE DI PONTE DI LEGNO,2024,1751,235,0.0,0.0,8202655.57,0.0,0.0,0.0,True,False
017149,pontevico,COMUNE DI PONTEVICO,2024,7019,1003,0.0,0.0,4618599.86,0.0,0.0,0.0,True,False
017150,pontoglio,COMUNE DI PONTOGLIO,2024,6999,1193,0.0,0.0,4045190.78,0.0,0.0,0.0,True,False
017151,pozzolengo,COMUNE DI POZZOLENGO,2024,3579,550,0.0,0.0,3413865.73,0.0,0.0,0.0,True,False
017152,pralboino,COMUNE DI PRALBOINO,2024,2813,412,0.0,0.0,2145880.42,0.0,0.0,0.0,True,False
017153,preseglie,COMUNE DI PRESEGLIE,2024,1460,233,0.0,44122.69,1353028.31,0.0,0.0,0.0,True,False
017155,prevalle,COMUNE DI PREVALLE,2024,6872,1214,0.0,0.0,3973307.16,0.0,0.0,0.0,True,False
017156,provaglio d iseo,COMUNE DI PROVAGLIO D'ISEO,2024,7088,1137,0.0,0.0,4589935.17,0.0,0.0,0.0,True,False
017157,provaglio val sabbia,COMUNE DI PROVAGLIO VAL SABBIA,2024,860,132,5854.7,0.0,745191.56,6.8077906976744185,44.35378787878788,0.7856637560414665,False,False
017158,puegnago del garda,COMUNE DI PUEGNAGO DEL GARDA,2024,3465,531,0.0,0.0,2657614.35,0.0,0.0,0.0,True,False
017159,quinzano d oglio,COMUNE DI QUINZANO D'OGLIO,2024,6240,948,0.0,0.0,4050965.31,0.0,0.0,0.0,True,False
017160,remedello,COMUNE DI REMEDELLO,2024,3425,559,0.0,0.0,2375039.47,0.0,0.0,0.0,True,False
017161,rezzato,COMUNE DI REZZATO,2024,13472,2084,0.0,0.0,12063385.55,0.0,0.0,0.0,True,False
017162,roccafranca,COMUNE DI ROCCAFRANCA,2024,4905,822,0.0,0.0,3093996.87,0.0,0.0,0.0,True,False
017163,rodengo saiano,COMUNE DI RODENGO-SAIANO,2024,9917,1586,0.0,0.0,7206701.25,0.0,0.0,0.0,True,False
017164,roe volciano,COMUNE DI ROE' VOLCIANO,2024,4327,681,0.0,0.0,3594497.57,0.0,0.0,0.0,True,False
017165,roncadelle,COMUNE DI RONCADELLE,2024,9296,1596,0.0,0.0,7882970.66,0.0,0.0,0.0,True,False
017166,rovato,COMUNE DI ROVATO,2024,19417,3202,30742.34,0.0,14580241.32,1.5832693000978524,9.600980637101811,0.21084932221135552,False,False
017167,rudiano,COMUNE DI RUDIANO,2024,5921,1048,18289.68,0.0,4097175.95,3.0889511906772507,17.451984732824428,0.4463972312441207,False,False
017168,sabbio chiese,COMUNE DI SABBIO CHIESE,2024,4043,638,0.0,0.0,4844856.48,0.0,0.0,0.0,True,False
017169,sale marasino,COMUNE DI SALE MARASINO,2024,3278,481,0.0,0.0,2730027.13,0.0,0.0,0.0,True,False
017170,salo,COMUNE DI SALO',2024,10385,1453,0.0,0.0,14226099.13,0.0,0.0,0.0,True,False
017171,san felice del benaco,COMUNE DI SAN FELICE DEL BENACO,2024,3447,489,0.0,0.0,5601197.47,0.0,0.0,0.0,True,False
017172,san gervasio bresciano,COMUNE DI SAN GERVASIO BRESCIANO,2024,2659,396,0.0,0.0,2087396.47,0.0,0.0,0.0,True,False
017173,san zeno naviglio,COMUNE DI SAN ZENO NAVIGLIO,2024,4694,708,0.0,0.0,3796123.41,0.0,0.0,0.0,True,False
017174,sarezzo,COMUNE DI SAREZZO,2024,13224,2237,43037.12,0.0,13259853.83,3.2544706594071386,19.23876620473849,0.3245670770716181,False,False
017175,saviore dell adamello,COMUNE DI SAVIORE DELL'ADAMELLO,2024,784,82,0.0,0.0,2004637.22,0.0,0.0,0.0,True,False
017176,sellero,COMUNE DI SELLERO,2024,1370,200,1743.68,0.0,1409392.73,1.2727591240875913,8.7184,0.12371853230717317,False,False
017177,seniga,COMUNE DI SENIGA,2024,1425,226,0.0,0.0,1218710.73,0.0,0.0,0.0,True,False
017178,serle,COMUNE DI SERLE,2024,3085,453,0.0,0.0,2351805.42,0.0,0.0,0.0,True,False
017179,sirmione,COMUNE DI SIRMIONE,2024,8290,1139,444888.8,0.0,22715072.27,53.665717732207476,390.59596136962244,1.958562115549897,False,False
017180,soiano del lago,COMUNE DI SOIANO DEL LAGO,2024,1929,253,0.0,0.0,2331757.99,0.0,0.0,0.0,True,False
017181,sonico,COMUNE DI SONICO,2024,1189,136,0.0,0.0,1525409.92,0.0,0.0,0.0,True,False
017182,sulzano,COMUNE DI SULZANO,2024,1936,266,0.0,0.0,1999921.45,0.0,0.0,0.0,True,False
017183,tavernole sul mella,COMUNE DI TAVERNOLE SUL MELLA,2024,1204,181,0.0,0.0,1072757.79,0.0,0.0,0.0,True,False
017184,temu,COMUNE DI TEMU',2024,1141,150,0.0,0.0,3341277.27,0.0,0.0,0.0,True,False
017185,tignale,COMUNE DI TIGNALE,2024,1158,176,0.0,0.0,2426442.04,0.0,0.0,0.0,True,False
017186,torbole casaglia,COMUNE DI TORBOLE CASAGLIA,2024,6449,1101,0.0,0.0,4490315.58,0.0,0.0,0.0,True,False
017187,toscolano maderno,COMUNE DI TOSCOLANO-MADERNO,2024,7661,1076,0.0,0.0,11904142.43,0.0,0.0,0.0,True,False
017188,travagliato,COMUNE DI TRAVAGLIATO,2024,13840,2257,0.0,0.0,8089486.56,0.0,0.0,0.0,True,False
017189,tremosine sul garda,COMUNE DI TREMOSINE SUL GARDA,2024,2088,303,1976.0,0.0,3357174.46,0.946360153256705,6.521452145214521,0.058859020391808896,False,False
017190,trenzano,COMUNE DI TRENZANO,2024,5512,866,0.0,0.0,3044560.5700000003,0.0,0.0,0.0,True,False
017191,treviso bresciano,COMUNE DI TREVISO BRESCIANO,2024,524,84,0.0,0.0,758866.46,0.0,0.0,0.0,True,False
017192,urago d oglio,COMUNE DI URAGO D'OGLIO,2024,3782,636,0.0,0.0,2692838.41,0.0,0.0,0.0,True,False
017193,vallio terme,COMUNE DI VALLIO TERME,2024,1408,193,0.0,0.0,956968.64,0.0,0.0,0.0,True,False
017194,valvestino,COMUNE DI VALVESTINO,2024,162,15,0.0,0.0,353913.11,0.0,0.0,0.0,True,False
017195,verolanuova,COMUNE DI VEROLANUOVA,2024,8074,1186,25318.28,0.0,5809844.2,3.1357790438444386,21.347622259696458,0.43578242597279976,False,False
017196,verolavecchia,COMUNE DI VEROLAVECCHIA,2024,3808,514,0.0,0.0,2436998.85,0.0,0.0,0.0,True,False
017197,vestone,COMUNE DI VESTONE,2024,4116,712,0.0,0.0,4074514.16,0.0,0.0,0.0,True,False
017198,vezza d oglio,COMUNE DI VEZZA D'OGLIO,2024,1480,214,0.0,0.0,2535970.81,0.0,0.0,0.0,True,False
017199,villa carcina,COMUNE DI VILLA CARCINA,2024,10700,1568,3122.2,0.0,7894619.07,0.2917943925233645,1.9911989795918366,0.039548456642633165,False,False
017200,villachiara,COMUNE DI VILLACHIARA,2024,1369,215,21842.0,902.8,959310.27,15.954711468224982,101.5906976744186,2.2768441747214903,False,False
017201,villanuova sul clisi,COMUNE DI VILLANUOVA SUL CLISI,2024,5856,898,0.0,0.0,4676596.19,0.0,0.0,0.0,True,False
017202,vione,COMUNE DI VIONE,2024,628,64,0.0,0.0,1457327.13,0.0,0.0,0.0,True,False
017203,visano,COMUNE DI VISANO,2024,1976,334,0.0,0.0,1485577.24,0.0,0.0,0.0,True,False
017204,vobarno,COMUNE DI VOBARNO,2024,8369,1362,488.0,0.0,5860120.32,0.05831043135380571,0.35829662261380324,0.00832747406797272,False,False
017205,zone,COMUNE DI ZONE,2024,1025,147,0.0,0.0,1029422.26,0.0,0.0,0.0,True,False
017206,piancogno,COMUNE DI PIANCOGNO,2024,4774,751,0.0,0.0,3179845.07,0.0,0.0,0.0,True,False
018001,alagna,COMUNE DI ALAGNA,2024,803,104,0.0,0.0,591228.41,0.0,0.0,0.0,True,False
018003,albonese,COMUNE DI ALBONESE,2024,545,64,0.0,0.0,556490.76,0.0,0.0,0.0,True,False
018004,albuzzano,COMUNE DI ALBUZZANO,2024,3624,535,0.0,0.0,2003185.52,0.0,0.0,0.0,True,False
018005,arena po,COMUNE DI ARENA PO,2024,1501,191,0.0,0.0,1321200.15,0.0,0.0,0.0,True,False
018006,badia pavese,COMUNE DI BADIA PAVESE,2024,409,47,0.0,0.0,402796.55,0.0,0.0,0.0,True,False
018007,bagnaria,COMUNE DI BAGNARIA,2024,626,76,0.0,0.0,632978.91,0.0,0.0,0.0,True,False
018008,barbianello,COMUNE DI BARBIANELLO,2024,883,138,0.0,0.0,678382.13,0.0,0.0,0.0,True,False
018009,bascape,COMUNE DI BASCAPE',2024,1797,236,0.0,0.0,1137890.73,0.0,0.0,0.0,True,False
018011,bastida pancarana,COMUNE DI BASTIDA PANCARANA,2024,943,117,0.0,34042.07,681209.69,0.0,0.0,0.0,True,False
018012,battuda,COMUNE DI BATTUDA,2024,669,84,0.0,0.0,385125.76,0.0,0.0,0.0,True,False
018013,belgioioso,COMUNE DI BELGIOIOSO,2024,6400,945,0.0,0.0,4930524.39,0.0,0.0,0.0,True,False
018014,bereguardo,COMUNE DI BEREGUARDO,2024,2880,399,0.0,0.0,1743687.68,0.0,0.0,0.0,True,False
018015,borgarello,COMUNE DI BORGARELLO,2024,2710,455,0.0,0.0,1721419.89,0.0,0.0,0.0,True,False
018016,borgo priolo,COMUNE DI BORGO PRIOLO,2024,1253,132,0.0,0.0,999390.25,0.0,0.0,0.0,True,False
018017,borgoratto mormorolo,COMUNE DI BORGORATTO MORMOROLO,2024,398,39,0.0,0.0,397846.28,0.0,0.0,0.0,True,False
018018,borgo san siro,COMUNE DI BORGO SAN SIRO,2024,958,136,0.0,0.0,892244.37,0.0,0.0,0.0,True,False
018019,bornasco,COMUNE DI BORNASCO,2024,2672,439,2600.0,0.0,1631228.25,0.9730538922155688,5.922551252847381,0.15938909836805487,False,False
018020,bosnasco,COMUNE DI BOSNASCO,2024,638,82,0.0,15237.8,528697.42,0.0,0.0,0.0,True,False
018021,brallo di pregola,COMUNE DI BRALLO DI PREGOLA,2024,476,22,0.0,0.0,727407.15,0.0,0.0,0.0,True,False
018022,breme,COMUNE DI BREME,2024,706,95,0.0,0.0,721271.66,0.0,0.0,0.0,True,False
018023,bressana bottarone,COMUNE DI BRESSANA BOTTARONE,2024,3434,469,0.0,0.0,2756727.14,0.0,0.0,0.0,True,False
018024,broni,COMUNE DI BRONI,2024,9772,1413,20376.0,0.0,10057284.94,2.0851412198117067,14.420382165605096,0.20259941049258967,False,False
018025,calvignano,COMUNE DI CALVIGNANO,2024,108,11,0.0,0.0,240321.94,0.0,0.0,0.0,True,False
018026,campospinoso albaredo,COMUNE DI CAMPOSPINOSO ALBAREDO,2024,1349,148,0.0,0.0,980629.43,0.0,0.0,0.0,True,False
018027,candia lomellina,COMUNE DI CANDIA LOMELLINA,2024,1480,221,0.0,0.0,1306196.04,0.0,0.0,0.0,True,False
018029,canneto pavese,COMUNE DI CANNETO PAVESE,2024,1288,143,0.0,0.0,903210.91,0.0,0.0,0.0,True,False
018030,carbonara al ticino,COMUNE DI CARBONARA AL TICINO,2024,1433,195,0.0,0.0,878392.9400000001,0.0,0.0,0.0,True,False
018031,casanova lonati,COMUNE DI CASANOVA LONATI,2024,463,71,0.0,0.0,373975.39,0.0,0.0,0.0,True,False
018032,casatisma,COMUNE DI CASATISMA,2024,852,96,0.0,0.0,767788.77,0.0,0.0,0.0,True,False
018033,casei gerola,COMUNE DI CASEI GEROLA,2024,2295,280,0.0,0.0,2269823.42,0.0,0.0,0.0,True,False
018034,casorate primo,COMUNE DI CASORATE PRIMO,2024,9039,1379,6398.13,0.0,6055420.71,0.707836043810156,4.639688179840464,0.10565954549506439,False,False
018035,cassolnovo,COMUNE DI CASSOLNOVO,2024,6750,884,0.0,0.0,3632944.72,0.0,0.0,0.0,True,False
018036,castana,COMUNE DI CASTANA,2024,717,75,0.0,0.0,521886.03,0.0,0.0,0.0,True,False
018037,casteggio,COMUNE DI CASTEGGIO,2024,6461,814,0.0,0.0,5649258.0200000005,0.0,0.0,0.0,True,False
018038,castelletto di branduzzo,COMUNE DI CASTELLETTO DI BRANDUZZO,2024,989,121,0.0,0.0,889772.51,0.0,0.0,0.0,True,False
018039,castello d agogna,COMUNE DI CASTELLO D'AGOGNA,2024,1056,151,0.0,0.0,842038.72,0.0,0.0,0.0,True,False
018040,castelnovetto,COMUNE DI CASTELNOVETTO,2024,504,60,0.0,0.0,555673.88,0.0,0.0,0.0,True,False
018041,cava manara,COMUNE DI CAVA MANARA,2024,6677,911,11720.24,0.0,4153167.25,1.7553152613449154,12.865246981339187,0.28220004864961795,False,False
018042,cecima,COMUNE DI CECIMA,2024,249,18,499.06,0.0,319432.76,2.0042570281124497,27.725555555555555,0.15623319286349965,False,False
018043,ceranova,COMUNE DI CERANOVA,2024,2295,385,0.0,0.0,1375504.11,0.0,0.0,0.0,True,False
018044,ceretto lomellina,COMUNE DI CERETTO LOMELLINA,2024,191,21,0.0,0.0,176067.02,0.0,0.0,0.0,True,False
018045,cergnago,COMUNE DI CERGNAGO,2024,672,77,0.0,0.0,489540.45,0.0,0.0,0.0,True,False
018046,certosa di pavia,COMUNE DI CERTOSA DI PAVIA,2024,5517,782,0.0,0.0,3280496.31,0.0,0.0,0.0,True,False
018047,cervesina,COMUNE DI CERVESINA,2024,1122,139,0.0,0.0,1173710.14,0.0,0.0,0.0,True,False
018048,chignolo po,COMUNE DI CHIGNOLO PO,2024,3992,621,0.0,0.0,2402143.94,0.0,0.0,0.0,True,False
018049,cigognola,COMUNE DI CIGOGNOLA,2024,1294,154,0.0,0.0,1027960.7,0.0,0.0,0.0,True,False
018050,cilavegna,COMUNE DI CILAVEGNA,2024,5341,783,8434.43,0.0,4540359.9,1.5791855457779442,10.771941251596424,0.185765670250061,False,False
018051,codevilla,COMUNE DI CODEVILLA,2024,921,120,0.0,0.0,1057521.94,0.0,0.0,0.0,True,False
018052,confienza,COMUNE DI CONFIENZA,2024,1560,202,0.0,0.0,993566.26,0.0,0.0,0.0,True,False
018053,copiano,COMUNE DI COPIANO,2024,1727,241,0.0,0.0,1072422.48,0.0,0.0,0.0,True,False
018054,corana,COMUNE DI CORANA,2024,754,76,684.0,0.0,603640.59,0.9071618037135278,9.0,0.11331245965417933,False,False
018057,corvino san quirico,COMUNE DI CORVINO SAN QUIRICO,2024,955,102,0.0,0.0,650081.39,0.0,0.0,0.0,True,False
018058,costa de nobili,COMUNE DI COSTA DE' NOBILI,2024,356,43,0.0,0.0,349071.24,0.0,0.0,0.0,True,False
018059,cozzo,COMUNE DI COZZO,2024,344,50,0.0,0.0,423329.2,0.0,0.0,0.0,True,False
018060,cura carpignano,COMUNE DI CURA CARPIGNANO,2024,5038,832,0.0,0.0,2946928.3200000003,0.0,0.0,0.0,True,False
018061,dorno,COMUNE DI DORNO,2024,4582,635,0.0,0.0,3089242.73,0.0,0.0,0.0,True,False
018062,ferrera erbognone,COMUNE DI FERRERA ERBOGNONE,2024,1064,145,0.0,0.0,5449390.87,0.0,0.0,0.0,True,False
018063,filighera,COMUNE DI FILIGHERA,2024,823,101,0.0,0.0,570985.1900000001,0.0,0.0,0.0,True,False
018064,fortunago,COMUNE DI FORTUNAGO,2024,359,39,0.0,0.0,386287.32,0.0,0.0,0.0,True,False
018065,frascarolo,COMUNE DI FRASCAROLO,2024,1098,132,0.0,0.0,873766.62,0.0,0.0,0.0,True,False
018066,galliavola,COMUNE DI GALLIAVOLA,2024,162,14,0.0,0.0,225539.9,0.0,0.0,0.0,True,False
018067,gambarana,COMUNE DI GAMBARANA,2024,193,16,0.0,0.0,297894.96,0.0,0.0,0.0,True,False
018068,gambolo,COMUNE DI GAMBOLO',2024,9730,1489,7138.35,0.0,6719477.03,0.7336433710174718,4.794056413700471,0.10623371384603127,False,False
018069,garlasco,COMUNE DI GARLASCO,2024,9574,1330,0.0,0.0,8551150.51,0.0,0.0,0.0,True,False
018071,gerenzago,COMUNE DI GERENZAGO,2024,1434,226,0.0,0.0,879919.1,0.0,0.0,0.0,True,False
018072,giussago,COMUNE DI GIUSSAGO,2024,5343,742,1000.0,0.0,3752644.74,0.18716077110237694,1.3477088948787062,0.026647872881246946,False,False
018073,godiasco salice terme,COMUNE DI GODIASCO SALICE TERME,2024,3272,458,0.0,0.0,2639400.1,0.0,0.0,0.0,True,False
018074,golferenzo,COMUNE DI GOLFERENZO,2024,167,18,0.0,0.0,206303.02,0.0,0.0,0.0,True,False
018075,gravellona lomellina,COMUNE DI GRAVELLONA LOMELLINA,2024,2711,362,0.0,0.0,1392481.96,0.0,0.0,0.0,True,False
018076,gropello cairoli,COMUNE DI GROPELLO CAIROLI,2024,4271,594,0.0,0.0,2870924.6,0.0,0.0,0.0,True,False
018077,inverno e monteleone,COMUNE DI INVERNO E MONTELEONE,2024,1463,180,12576.24,0.0,1006581.63,8.5961995898838,69.868,1.249400905518214,False,False
018078,landriano,COMUNE DI LANDRIANO,2024,6521,983,0.0,0.0,4082273.44,0.0,0.0,0.0,True,False
018079,langosco,COMUNE DI LANGOSCO,2024,373,43,0.0,0.0,400252.46,0.0,0.0,0.0,True,False
018080,lardirago,COMUNE DI LARDIRAGO,2024,1177,177,0.0,0.0,986496.7,0.0,0.0,0.0,True,False
018081,linarolo,COMUNE DI LINAROLO,2024,2795,386,0.0,0.0,1217782.69,0.0,0.0,0.0,True,False
018082,lirio,COMUNE DI LIRIO,2024,125,17,0.0,0.0,133826.52,0.0,0.0,0.0,True,False
018083,lomello,COMUNE DI LOMELLO,2024,2036,266,0.0,0.0,1738242.54,0.0,0.0,0.0,True,False
018084,lungavilla,COMUNE DI LUNGAVILLA,2024,2419,303,0.0,0.0,1769918.26,0.0,0.0,0.0,True,False
018085,magherno,COMUNE DI MAGHERNO,2024,1778,267,0.0,0.0,1275796.12,0.0,0.0,0.0,True,False
018086,marcignago,COMUNE DI MARCIGNAGO,2024,2427,345,11905.0,0.0,1395771.97,4.905232797692625,34.507246376811594,0.8529330188512096,False,False
018087,marzano,COMUNE DI MARZANO,2024,1703,269,0.0,0.0,1328508.34,0.0,0.0,0.0,True,False
018088,mede,COMUNE DI MEDE,2024,6068,783,0.0,0.0,4583749.84,0.0,0.0,0.0,True,False
018089,menconico,COMUNE DI MENCONICO,2024,339,23,0.0,0.0,528459.7000000001,0.0,0.0,0.0,True,False
018090,mezzana bigli,COMUNE DI MEZZANA BIGLI,2024,1053,120,3633.48,0.0,768535.13,3.4505982905982906,30.279,0.4727799495645697,False,False
018091,mezzana rabattone,COMUNE DI MEZZANA RABATTONE,2024,458,56,0.0,0.0,388423.86,0.0,0.0,0.0,True,False
018092,mezzanino,COMUNE DI MEZZANINO,2024,1372,197,0.0,0.0,924605.86,0.0,0.0,0.0,True,False
018093,miradolo terme,COMUNE DI MIRADOLO TERME,2024,3843,592,3050.0,0.0,1913855.9,0.7936507936507936,5.152027027027027,0.15936414021557216,False,False
